SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW,datetime
2026-05-15,7,20708,A,23759,19234,1894,6417,0,23301,0,15,3024,1509,992,0,-302,-417,372,-528,997,-776,-513,2026-05-15 03:00:00
2026-05-15,9,20248,A,24269,18837,1989,6417,0,23301,0,14,3172,1510,992,0,-302,-428,-302,-993,997,-968,-514,2026-05-15 04:00:00
2026-05-15,11,20083,A,25045,18632,2014,6417,2,23301,0,95,2963,1513,992,0,-302,-497,-989,-936,997,-1129,-514,2026-05-15 05:00:00
2026-05-15,13,22553,A,25463,20752,1952,6417,784,23301,0,49,2406,1509,992,0,-371,-423,62,-506,996,-547,-514,2026-05-15 06:00:00
2026-05-15,15,25809,A,27874,23608,1884,6417,2783,23301,0,17,2060,1507,992,0,-452,-530,912,-52,997,817,-514,2026-05-15 07:00:00
2026-05-15,17,25989,A,28000,23501,1994,6417,5033,23301,0,15,1566,1507,992,0,-452,-530,995,400,997,1384,-514,2026-05-15 08:00:00
2026-05-15,19,24404,A,26951,22110,2068,6417,7313,23301,0,566,2101,1507,992,0,-452,-515,1016,635,997,1424,-514,2026-05-15 09:00:00
2026-05-15,21,23528,A,26243,21267,2020,6417,8874,23301,0,841,1955,1507,992,0,-452,-408,1016,574,997,1425,-514,2026-05-15 10:00:00
2026-05-15,23,23267,A,26183,20880,1957,6417,10220,23301,0,924,1869,1507,992,0,-452,-527,1016,926,997,1425,-513,2026-05-15 11:00:00
2026-05-15,25,23237,A,25953,20734,1891,6417,10492,23301,0,789,1585,1507,992,0,-452,-486,1016,1353,997,1425,-489,2026-05-15 12:00:00
2026-05-15,27,22326,A,25137,19856,1841,6417,10568,23301,0,894,880,1508,992,0,-452,-462,1016,1294,998,1425,-503,2026-05-15 13:00:00
2026-05-15,29,21589,A,24410,19117,1747,6417,10082,23301,0,826,684,1508,992,0,-452,-529,997,880,997,1424,-514,2026-05-15 14:00:00
2026-05-15,31,21728,A,24081,19170,1642,6417,9047,23301,0,430,722,1508,992,0,-452,-457,996,431,997,1424,-514,2026-05-15 15:00:00
2026-05-15,33,23169,A,25053,20475,1547,6417,7138,23301,0,27,677,1507,992,0,-452,-391,996,678,998,1424,-514,2026-05-15 16:00:00
2026-05-15,35,25663,A,27666,22797,1469,6417,5219,23301,0,13,945,1508,992,0,-451,-526,996,308,997,1249,-513,2026-05-15 17:00:00
2026-05-15,37,27683,A,29688,24790,1335,6417,3647,23301,0,13,1133,1508,992,0,-451,-527,982,453,997,223,-514,2026-05-15 18:00:00
2026-05-15,39,29520,A,31523,26727,1181,6417,1516,23301,0,10,1265,1508,992,0,-452,-527,957,878,998,188,-514,2026-05-15 19:00:00
2026-05-15,41,29491,A,31624,26776,1024,6417,252,23301,0,15,956,1507,992,0,-451,-527,983,1327,998,-126,-514,2026-05-15 20:00:00
2026-05-15,43,29231,A,31234,26644,995,6417,0,23301,0,11,741,1507,992,0,-451,-527,996,1394,997,1278,-514,2026-05-15 21:00:00
2026-05-15,45,27525,A,29526,25249,942,6417,0,23301,0,8,1020,1507,992,543,-451,-528,978,1397,998,1025,-514,2026-05-15 22:00:00
2026-05-15,47,24600,A,26602,22394,929,6417,0,23301,0,9,954,1508,992,684,-451,-528,942,1397,997,505,-514,2026-05-15 23:00:00
2026-05-16,1,23170,A,25170,20900,871,6417,0,23301,0,8,638,1507,992,899,-451,-527,995,1175,997,567,-514,2026-05-16 00:00:00
2026-05-16,3,22560,A,24558,20327,843,6417,0,23301,0,6,634,1507,992,952,-451,-527,997,1182,997,581,-514,2026-05-16 01:00:00
2026-05-16,5,22235,A,24232,20068,793,6417,0,23301,0,5,654,1507,991,810,-451,-527,997,1263,998,459,-514,2026-05-16 02:00:00
2026-05-16,7,21516,A,23484,19332,758,6417,0,23301,0,8,210,1507,991,781,-451,-495,997,1112,997,354,-514,2026-05-16 03:00:00
2026-05-16,9,20980,A,22868,18849,717,6417,0,23301,0,8,356,1507,991,784,-451,-415,997,1269,997,428,-514,2026-05-16 04:00:00
2026-05-16,11,19977,A,21883,17958,674,6417,5,23301,0,6,-26,1507,991,619,-451,-435,998,1283,997,627,-514,2026-05-16 05:00:00
2026-05-16,13,21060,A,22981,18841,579,6417,791,23301,0,8,-337,1507,992,987,-451,-448,998,1385,997,1374,-514,2026-05-16 06:00:00
2026-05-16,15,21751,A,23718,19435,477,6417,2816,23301,0,10,-202,1507,992,1003,-452,-491,997,1397,997,1427,-514,2026-05-16 07:00:00
2026-05-16,17,21443,A,23556,19049,424,6417,5138,23301,0,117,-763,1507,992,1003,-451,-531,997,1397,997,1426,-514,2026-05-16 08:00:00
2026-05-16,19,21130,A,23141,18620,423,6417,7626,23301,0,15,-927,1507,992,1004,-451,-531,1015,1397,997,1423,-514,2026-05-16 09:00:00
2026-05-16,21,21081,A,23032,18629,439,6417,8499,23301,0,15,-964,1507,992,1003,-441,-481,1016,1397,997,1423,-514,2026-05-16 10:00:00
2026-05-16,23,21803,A,23333,19405,459,6417,7976,23301,0,18,-1080,1507,992,1004,-385,-181,1016,1397,997,1423,-446,2026-05-16 11:00:00
2026-05-16,25,22413,A,23469,20101,483,6417,7803,23301,0,14,-704,1507,992,1002,-207,0,1016,1397,997,1427,-335,2026-05-16 12:00:00
2026-05-16,27,22508,A,23146,20298,554,6417,7029,23301,0,14,-546,1507,992,1004,-82,0,1016,1397,997,1427,-42,2026-05-16 13:00:00
2026-05-16,29,22291,A,22805,20114,633,6417,5529,23301,0,14,-706,1507,992,1002,49,0,997,1397,997,1424,100,2026-05-16 14:00:00
2026-05-16,31,22836,A,23354,20652,709,6417,4654,23301,0,18,-728,1507,992,1003,200,0,996,1397,997,1423,100,2026-05-16 15:00:00
2026-05-16,33,24175,A,24693,21940,805,6417,3942,23301,0,18,-677,1507,992,1004,199,101,996,1397,997,1424,73,2026-05-16 16:00:00
2026-05-16,35,26332,A,26848,23797,856,6417,2838,23301,0,16,-454,1506,992,1003,200,103,997,1397,997,1423,100,2026-05-16 17:00:00
2026-05-16,37,27804,A,28318,25209,880,6417,1924,23301,0,14,-265,1507,992,1004,200,0,997,1397,997,1424,100,2026-05-16 18:00:00
2026-05-16,39,27903,A,28415,25454,858,6417,845,23301,0,12,-313,1507,992,679,88,0,923,1397,996,1424,100,2026-05-16 19:00:00
2026-05-16,41,26937,A,27444,24620,846,6417,183,23301,0,7,-203,1507,992,628,2,0,739,1397,996,1237,100,2026-05-16 20:00:00
2026-05-16,43,26954,A,27559,24585,927,6417,0,23301,0,6,254,1507,990,727,-31,0,883,1397,997,841,-68,2026-05-16 21:00:00
2026-05-16,45,25042,A,25736,22754,1016,6417,0,23301,0,12,253,1507,992,692,0,0,889,993,996,479,-182,2026-05-16 22:00:00
2026-05-16,47,22589,A,23260,20556,1098,6417,0,23301,0,11,653,1507,992,818,-55,-37,785,1351,997,772,-68,2026-05-16 23:00:00
2026-05-17,1,21469,A,22204,19567,1220,6417,0,23301,0,10,633,1507,992,823,0,0,837,1397,997,555,-225,2026-05-17 00:00:00
2026-05-17,3,20946,A,21674,19139,1317,6417,0,23301,0,85,655,1507,992,712,0,0,772,1397,997,303,-143,2026-05-17 01:00:00
2026-05-17,5,20602,A,21546,19056,1356,6417,0,23301,0,105,793,1509,992,538,-137,0,351,1397,997,834,-202,2026-05-17 02:00:00
2026-05-17,7,19276,A,20325,17840,1374,6417,0,23301,0,138,918,1508,992,552,0,0,298,1094,997,644,-411,2026-05-17 03:00:00
2026-05-17,9,18606,A,19682,17350,1398,6417,0,23301,0,124,975,1507,992,565,0,0,866,731,997,36,-452,2026-05-17 04:00:00
2026-05-17,11,17665,A,19179,16404,1346,6417,7,23301,0,68,424,1507,992,678,-204,0,924,561,997,-229,-513,2026-05-17 05:00:00
2026-05-17,13,17598,A,19079,15975,1245,6417,882,23301,0,70,38,1508,992,118,-397,0,806,906,997,493,-514,2026-05-17 06:00:00
2026-05-17,15,17842,A,19429,16132,1139,6417,2962,23301,0,17,-128,1508,992,110,-451,-105,802,1351,997,927,-514,2026-05-17 07:00:00
2026-05-17,17,17978,A,19765,16266,1200,6417,5109,23301,0,231,187,1507,992,610,-451,-91,802,1397,997,1216,-514,2026-05-17 08:00:00
2026-05-17,19,18359,A,20465,16719,1258,6417,7077,23301,0,552,1042,1506,992,759,-451,-89,915,1397,997,1278,-514,2026-05-17 09:00:00
2026-05-17,21,18654,A,20554,16864,1341,6417,8422,23301,0,585,1036,1507,992,1003,-304,0,1013,1397,997,1413,-511,2026-05-17 10:00:00
2026-05-17,23,18501,A,20317,16790,1363,6417,9085,23301,0,594,1289,1507,992,1003,-276,0,1016,1397,998,1423,-446,2026-05-17 11:00:00
2026-05-17,25,18617,A,20052,16951,1468,6417,10309,23301,0,356,1216,1507,992,1003,-90,0,1016,1397,997,1426,-489,2026-05-17 12:00:00
2026-05-17,27,18211,A,19591,16513,1551,6417,10474,23301,0,483,1140,1507,992,1003,-11,0,1016,1397,998,1426,-386,2026-05-17 13:00:00
2026-05-17,29,17826,A,19174,16134,1548,6417,9849,23301,0,474,808,1507,992,1003,-16,0,997,1397,997,1425,-358,2026-05-17 14:00:00
2026-05-17,31,18599,A,19848,16842,1536,6417,8181,23301,0,640,750,1507,992,1003,0,0,982,1397,997,1426,-109,2026-05-17 15:00:00
2026-05-17,33,20834,A,21719,18779,1400,6417,7395,23301,0,191,839,1508,992,693,0,0,710,1397,998,1302,-194,2026-05-17 16:00:00
2026-05-17,35,24147,A,25193,21698,1276,6417,5333,23301,0,14,684,1508,992,919,-59,0,536,1397,996,1110,-473,2026-05-17 17:00:00
2026-05-17,37,26511,A,27756,23942,1100,6417,3055,23301,0,9,429,1509,992,565,-280,0,504,1397,997,937,-456,2026-05-17 18:00:00
2026-05-17,39,27040,A,28600,24429,939,6417,1391,23301,0,8,-5,1509,992,3,-452,-86,536,1397,996,415,-514,2026-05-17 19:00:00
2026-05-17,41,27513,A,29182,24880,832,6417,355,23301,0,6,-306,1509,992,329,-452,-197,244,1397,996,909,-514,2026-05-17 20:00:00
2026-05-17,43,27016,A,28901,24352,773,6417,0,23301,0,5,-825,1508,992,645,-452,-414,557,1397,997,749,-514,2026-05-17 21:00:00
2026-05-17,45,25461,A,27463,23053,773,6417,0,23301,0,7,-824,1508,992,437,-452,-529,516,1397,997,493,-514,2026-05-17 22:00:00
2026-05-17,47,22702,A,24635,20512,746,6417,0,23301,0,7,-851,1508,992,437,-451,-461,703,993,988,35,-514,2026-05-17 23:00:00
2026-05-18,1,21622,A,23622,19492,758,6417,0,23301,0,10,-1133,1507,992,384,-452,-524,898,784,982,241,-514,2026-05-18 00:00:00
2026-05-18,3,21518,A,23520,19368,791,6417,0,23301,0,9,-1200,1508,992,513,-451,-528,827,1126,982,183,-514,2026-05-18 01:00:00
2026-05-18,5,21452,A,23449,19255,776,6417,0,23301,0,4,-1269,1508,992,510,-451,-528,662,1232,996,267,-514,2026-05-18 02:00:00
2026-05-18,7,20863,A,22861,18781,755,6417,0,23301,0,4,-980,1508,992,192,-451,-530,543,971,997,243,-513,2026-05-18 03:00:00
2026-05-18,9,20166,A,22498,18134,748,6417,0,23301,0,4,-1020,1510,992,-348,-452,-514,112,1344,997,16,-514,2026-05-18 04:00:00
2026-05-18,11,20261,A,22735,18272,729,6417,20,23301,0,16,-352,1511,992,-562,-451,-380,-51,987,996,0,-514,2026-05-18 05:00:00
2026-05-18,13,22027,A,24368,19771,663,6417,911,23301,0,8,-558,1510,992,-338,-452,-529,119,947,996,0,-514,2026-05-18 06:00:00
2026-05-18,15,26173,A,28176,23674,567,6417,2300,23301,0,7,-106,1508,992,525,-451,-531,654,1351,997,0,-514,2026-05-18 07:00:00
2026-05-18,17,26607,A,28607,23906,526,6417,4308,23301,0,4,-670,1507,992,987,-451,-531,985,1397,997,0,-514,2026-05-18 08:00:00
2026-05-18,19,26337,A,28342,23648,543,6417,5751,23301,0,8,-446,1507,992,1003,-452,-531,1016,1397,997,0,-514,2026-05-18 09:00:00
2026-05-18,21,26186,A,28302,23627,585,6417,5609,23301,0,119,118,1507,992,1004,-452,-531,1016,1397,997,0,-514,2026-05-18 10:00:00
2026-05-18,23,26307,A,28429,23666,652,6417,6662,23301,0,123,183,1507,992,1003,-452,-531,1016,1397,997,0,-516,2026-05-18 11:00:00
2026-05-18,25,25690,A,27691,23237,733,6417,7271,23301,0,7,303,1507,992,1002,-451,-530,1016,1397,996,0,-513,2026-05-18 12:00:00
2026-05-18,27,25712,A,27471,23406,822,6417,7759,23301,0,9,538,1507,992,1002,-411,-342,1016,1397,997,0,-497,2026-05-18 13:00:00
2026-05-18,29,24291,A,25743,22104,921,6417,7505,23301,0,8,499,1507,992,1003,-447,-44,997,1331,997,0,-453,2026-05-18 14:00:00
2026-05-18,31,24299,A,25590,21860,971,6417,6905,23301,0,12,442,1507,992,956,-392,-4,991,919,997,0,-383,2026-05-18 15:00:00
2026-05-18,33,26008,A,26928,23499,1098,6417,5359,23301,0,9,1610,1508,992,690,-93,0,689,471,997,0,-318,2026-05-18 16:00:00
2026-05-18,35,27890,A,29251,25473,1145,6417,4021,23301,0,101,1965,1509,992,-392,0,0,551,666,997,0,-368,2026-05-18 17:00:00
2026-05-18,37,28891,A,31407,26453,1185,6417,2357,23301,0,6,2242,1512,946,-987,-67,0,-821,1097,969,0,-135,2026-05-18 18:00:00
2026-05-18,39,30335,A,32896,27818,1211,6417,1088,23301,0,29,2912,1513,989,-1013,0,0,-1019,770,995,0,0,2026-05-18 19:00:00
2026-05-18,41,29277,A,31977,26950,1325,6417,152,23301,0,164,2838,1255,992,-1014,0,0,-1022,616,951,0,195,2026-05-18 20:00:00
2026-05-18,43,28413,A,31111,26142,1588,6417,0,23301,0,167,2813,1365,953,-1015,11,-22,-994,290,890,0,130,2026-05-18 21:00:00
2026-05-18,45,25639,A,27525,23529,1857,6417,0,23301,0,168,2619,1461,989,-702,0,0,-515,21,958,0,-1,2026-05-18 22:00:00
2026-05-18,47,22488,A,24546,20835,2117,6417,0,23301,0,9,3409,1508,992,-1001,-56,0,-487,-5,993,0,82,2026-05-18 23:00:00
2026-05-19,1,21110,A,24007,19506,2414,6417,0,23301,0,165,3731,1511,992,-1014,0,0,-590,-412,995,0,-216,2026-05-19 00:00:00
2026-05-19,3,20339,A,23649,18761,2677,6417,0,23301,0,164,3540,1511,992,-1014,0,0,-595,-875,995,0,-162,2026-05-19 01:00:00
2026-05-19,5,19927,A,24366,18639,2885,6417,0,23301,0,172,3988,1513,992,-1014,-69,0,-1005,-1348,995,0,-331,2026-05-19 02:00:00
2026-05-19,7,18520,A,24130,17307,3110,6417,0,23301,0,770,3735,1512,992,-1015,-365,0,-1022,-1446,996,0,-492,2026-05-19 03:00:00
2026-05-19,9,18484,A,24389,17311,3372,6417,0,23301,0,989,4143,1512,992,-1014,-401,-13,-1022,-1452,973,0,-514,2026-05-19 04:00:00
2026-05-19,11,18114,A,23936,17074,3602,6417,0,23301,0,806,4059,1106,730,-1014,-401,-112,-1022,-1453,651,0,-514,2026-05-19 05:00:00
2026-05-19,13,20355,A,25682,19230,3766,6417,137,23301,0,146,3975,1199,783,-1015,-403,-275,-1022,-1453,753,0,-513,2026-05-19 06:00:00
2026-05-19,15,24629,A,28464,23140,3865,6417,799,23301,0,3,3914,1482,978,-371,-451,-475,-457,-1064,983,0,-514,2026-05-19 07:00:00
2026-05-19,17,26715,A,29315,24965,3938,6417,1629,23301,0,7,3651,1505,992,630,-451,-528,886,-601,997,0,-513,2026-05-19 08:00:00
2026-05-19,19,26971,A,29113,25058,3926,6417,3005,23301,0,6,3527,1504,992,993,-452,-526,1016,-144,997,0,-514,2026-05-19 09:00:00
2026-05-19,21,26222,A,28307,24348,3806,6417,4033,23301,0,45,3126,1505,992,1004,-452,-338,1017,-236,997,0,-514,2026-05-19 10:00:00
2026-05-19,23,25639,A,28200,23793,3637,6417,6067,23301,0,316,3634,1505,992,1003,-452,-116,1017,-663,997,0,-514,2026-05-19 11:00:00
2026-05-19,25,24949,A,28111,23095,3499,6417,7725,23301,0,813,3749,1505,992,1002,-451,-83,1017,-802,997,0,-513,2026-05-19 12:00:00
2026-05-19,27,24569,A,28180,22487,3351,6417,7546,23301,0,1020,3604,1506,992,994,-451,0,1017,-1195,997,0,-445,2026-05-19 13:00:00
2026-05-19,29,23607,A,27257,21293,3268,6417,7576,23301,0,1160,3187,1506,992,645,-451,0,897,-1239,997,0,-300,2026-05-19 14:00:00
2026-05-19,31,23366,A,27170,21180,3264,6417,6060,23301,0,1153,3377,1506,992,-186,-426,0,992,-1239,997,0,-300,2026-05-19 15:00:00
2026-05-19,33,24710,A,28281,22571,3234,6417,4679,23301,0,832,3603,1508,992,-570,-299,0,508,-1070,997,0,-300,2026-05-19 16:00:00
2026-05-19,35,26839,A,30239,24658,3180,6417,3102,23301,0,353,3304,1507,992,-995,-450,-71,542,-631,996,0,-400,2026-05-19 17:00:00
2026-05-19,37,28464,A,31595,26380,3082,6417,1893,23301,0,319,3742,1505,992,-1014,-452,-257,978,-174,996,0,-415,2026-05-19 18:00:00
2026-05-19,39,28755,A,31836,26732,3009,6417,843,23301,0,315,3633,1506,991,-1015,-452,-269,916,-17,996,0,-513,2026-05-19 19:00:00
2026-05-19,41,28110,A,31306,25946,2910,6417,112,23301,0,311,3098,1487,969,-1012,-452,-402,942,-5,997,0,-514,2026-05-19 20:00:00
2026-05-19,43,27960,A,30125,25699,2908,6417,0,23301,0,167,2723,1504,991,221,-452,-527,838,-5,996,0,-514,2026-05-19 21:00:00
2026-05-19,45,25516,A,27768,23333,2950,6417,0,23301,0,8,2454,1507,992,-268,-452,-505,413,-5,996,0,-514,2026-05-19 22:00:00
2026-05-19,47,22530,A,25719,20621,2920,6417,0,23301,0,8,2090,1507,992,-960,-448,-347,411,-412,996,0,-514,2026-05-19 23:00:00
2026-05-20,1,21484,A,25278,19484,2876,6417,0,23301,0,446,1912,1443,992,-806,-451,-202,901,-875,995,0,-514,2026-05-20 00:00:00
2026-05-20,3,21164,A,24692,19180,2810,6417,0,23301,0,573,1690,1454,947,-356,-379,0,711,-1207,996,0,-513,2026-05-20 01:00:00
2026-05-20,5,21190,A,24128,19185,2679,6417,0,23301,0,578,1657,1503,973,-270,-257,0,396,-819,996,0,-514,2026-05-20 02:00:00
2026-05-20,7,20129,A,24093,18149,2624,6417,0,23301,0,573,1280,1507,991,-915,-271,0,606,-1191,996,0,-514,2026-05-20 03:00:00
2026-05-20,9,19267,A,22804,17303,2620,6417,0,23301,0,572,1197,1247,992,-968,-122,0,-35,-841,985,0,-499,2026-05-20 04:00:00
2026-05-20,11,19368,A,22749,17575,2576,6417,6,23301,0,229,1748,1361,946,-1012,-28,0,-964,-382,984,0,-266,2026-05-20 05:00:00
2026-05-20,13,21306,A,23401,19379,2512,6417,651,23301,0,367,1524,1477,978,-834,-77,0,138,74,976,0,-317,2026-05-20 06:00:00
2026-05-20,15,24793,A,26415,22642,2533,6417,1699,23301,0,9,1299,1504,991,793,-381,-219,956,523,995,0,-513,2026-05-20 07:00:00
2026-05-20,17,25897,A,27877,23507,2647,6417,3212,23301,0,8,1429,1505,992,1003,-451,-507,997,972,997,0,-514,2026-05-20 08:00:00
2026-05-20,19,25729,A,27650,23268,2833,6417,4591,23301,0,8,1384,1506,992,1003,-452,-447,1016,1357,997,0,-514,2026-05-20 09:00:00
2026-05-20,21,24136,A,25859,21762,2805,6417,6748,23301,0,14,941,1507,992,935,-452,-243,597,1397,997,0,-514,2026-05-20 10:00:00
2026-05-20,23,23774,A,25490,21569,2958,6417,6405,23301,0,14,1604,1506,991,1002,-304,-385,998,1397,997,0,-513,2026-05-20 11:00:00
2026-05-20,25,24343,A,26161,22135,3126,6417,6515,23301,0,14,2329,1506,992,1003,-262,-529,1016,993,997,0,-513,2026-05-20 12:00:00
2026-05-20,27,24029,A,25970,21816,3222,6417,6944,23301,0,203,2423,1506,991,1003,-252,-487,1016,544,997,0,-499,2026-05-20 13:00:00
2026-05-20,29,22707,A,24495,20638,3334,6417,6828,23301,0,321,2418,1506,992,1003,-252,-405,997,277,997,0,-310,2026-05-20 14:00:00
2026-05-20,31,22502,A,24363,20512,3318,6417,6815,23301,0,319,2024,1506,992,1054,-252,-480,996,22,997,0,-310,2026-05-20 15:00:00
2026-05-20,33,23229,A,25313,21357,3270,6417,5903,23301,0,321,2463,1505,992,1047,-441,-364,996,-5,997,0,-453,2026-05-20 16:00:00
2026-05-20,35,25226,A,27524,23419,3081,6417,4637,23301,0,318,2647,1506,992,1032,-452,-515,876,44,996,0,-513,2026-05-20 17:00:00
2026-05-20,37,26468,A,28847,24567,2686,6417,3184,23301,0,168,2808,1484,982,-136,-452,-528,-81,452,997,0,-514,2026-05-20 18:00:00
2026-05-20,39,27869,A,30805,25831,2153,6417,1428,23301,0,165,2456,1506,991,-779,-452,-527,88,901,996,0,-513,2026-05-20 19:00:00
2026-05-20,41,28082,A,31085,25828,1821,6417,276,23301,0,165,1832,1509,992,-826,-452,-527,-17,1351,996,0,-516,2026-05-20 20:00:00
2026-05-20,43,27622,A,29779,25332,1700,6417,0,23301,0,164,1238,1488,976,385,-452,-527,778,1397,984,0,-514,2026-05-20 21:00:00
2026-05-20,45,25317,A,27476,23085,1714,6417,0,23301,0,167,953,1505,991,425,-452,-526,707,1042,995,0,-514,2026-05-20 22:00:00
2026-05-20,47,23088,A,24974,21027,1684,6417,0,23301,0,7,1309,1507,992,-161,-383,-321,618,918,996,0,-514,2026-05-20 23:00:00
2026-05-21,1,22487,A,23815,20468,1689,6417,0,23301,0,7,1392,1507,992,-2,-288,-28,713,505,997,0,-503,2026-05-21 00:00:00
2026-05-21,3,21903,A,22742,19944,1732,6417,0,23301,0,6,1546,1508,992,0,-24,0,701,546,996,0,-309,2026-05-21 01:00:00
2026-05-21,5,21423,A,22270,19567,1777,6417,0,23301,0,9,1599,1507,992,308,-41,0,963,380,997,0,-297,2026-05-21 02:00:00
2026-05-21,7,20064,A,21281,18392,1802,6417,0,23301,0,11,2100,1510,992,-505,0,0,235,394,997,0,-201,2026-05-21 03:00:00
2026-05-21,9,19413,A,20776,17744,1825,6417,0,23301,0,8,2342,1510,992,-702,0,0,-84,340,997,0,-69,2026-05-21 04:00:00
2026-05-21,11,19104,A,21632,17537,1874,6417,22,23301,0,9,2356,1514,992,-1051,42,0,-968,408,997,0,62,2026-05-21 05:00:00
2026-05-21,13,21259,A,23653,19337,1858,6417,471,23301,0,12,2049,1514,992,-860,61,0,-1022,818,996,0,15,2026-05-21 06:00:00
2026-05-21,15,25700,A,26743,23416,1926,6417,1569,23301,0,11,2160,1508,991,537,-172,-142,530,1268,997,0,-218,2026-05-21 07:00:00
2026-05-21,17,26481,A,28054,24131,1997,6417,2662,23301,0,11,1613,1507,992,1048,-443,-123,985,1388,997,0,-496,2026-05-21 08:00:00
2026-05-21,19,26264,A,28009,23876,2072,6417,4285,23301,0,8,1842,1507,991,1038,-452,-271,1016,1397,997,0,-514,2026-05-21 09:00:00
2026-05-21,21,25242,A,26648,22753,2178,6417,5888,23301,0,10,1781,1507,992,1059,-348,-34,1016,1397,996,0,-514,2026-05-21 10:00:00
2026-05-21,23,23326,A,24691,20817,2129,6417,8129,23301,0,10,1649,1507,992,1058,-341,0,1016,1397,996,0,-514,2026-05-21 11:00:00
2026-05-21,25,22067,A,23431,19625,2012,6417,10144,23301,0,35,1144,1507,991,1033,-315,0,921,1397,996,0,-514,2026-05-21 12:00:00
2026-05-21,27,20735,A,22975,18415,1917,6417,10850,23301,0,751,1368,1507,991,1052,-434,-41,1012,1397,997,0,-514,2026-05-21 13:00:00
2026-05-21,29,20297,A,22558,18157,1852,6417,11189,23301,0,796,1394,1508,991,1052,-451,0,900,1397,996,0,-514,2026-05-21 14:00:00
2026-05-21,31,20231,A,22453,18009,1749,6417,9678,23301,0,817,1134,1510,991,306,-392,0,304,1397,996,0,-513,2026-05-21 15:00:00
2026-05-21,33,22374,A,23819,20024,1652,6417,7758,23301,0,12,1275,1509,991,794,-419,0,482,1397,997,0,-514,2026-05-21 16:00:00
2026-05-21,35,24354,A,25776,21883,1568,6417,5755,23301,0,11,1491,1509,991,542,-386,-11,247,1175,996,0,-514,2026-05-21 17:00:00
2026-05-21,37,26789,A,28708,24359,1476,6417,3821,23301,0,10,2150,1512,991,-563,-161,-19,-298,1371,996,0,-368,2026-05-21 18:00:00
2026-05-21,39,28034,A,30657,25828,1339,6417,1793,23301,0,0,2669,1515,992,-1049,-16,0,-987,1397,996,0,-71,2026-05-21 19:00:00
2026-05-21,41,28201,A,30140,26103,1351,6417,339,23301,0,0,2496,1513,992,-808,0,0,-631,1397,996,0,11,2026-05-21 20:00:00
2026-05-21,43,27746,A,28253,25572,1466,6417,0,23301,0,4,2073,1510,992,258,0,0,393,1397,997,0,-3,2026-05-21 21:00:00
2026-05-21,45,26253,A,26896,24138,1604,6417,0,23301,0,4,2207,1510,992,2,-60,0,55,1397,996,0,-79,2026-05-21 22:00:00
2026-05-21,47,23533,A,24771,21723,1702,6417,0,23301,0,8,2391,1512,992,-504,12,0,-226,1090,996,0,79,2026-05-21 23:00:00
2026-05-22,1,21960,A,23045,20306,1821,6417,0,23301,0,11,2522,1511,992,-566,16,0,-8,708,996,0,242,2026-05-22 00:00:00
2026-05-22,3,21189,A,22224,19576,1862,6417,0,23301,0,11,2269,1511,992,-511,23,0,-13,730,995,0,30,2026-05-22 01:00:00
2026-05-22,5,21202,A,22186,19384,1779,6417,0,23301,0,6,2309,1510,992,-388,-22,0,104,451,996,0,-68,2026-05-22 02:00:00
2026-05-22,7,20343,A,21823,18537,1744,6417,0,23301,0,5,2192,1511,992,-528,0,0,-179,200,996,0,-268,2026-05-22 03:00:00
2026-05-22,9,19556,A,21906,17949,1758,6417,0,23301,0,5,2786,1512,992,-1009,0,0,-466,14,996,0,-370,2026-05-22 04:00:00
2026-05-22,11,19380,A,22347,17963,1807,6417,31,23301,0,5,3291,1514,992,-1068,-1,0,-915,44,996,0,-478,2026-05-22 05:00:00
2026-05-22,13,21515,A,23795,19887,1803,6417,1098,23301,0,170,3015,1509,992,-836,-150,-122,174,452,995,0,-502,2026-05-22 06:00:00
2026-05-22,15,23708,A,25748,21780,1638,6417,2948,23301,0,172,3226,1506,991,800,-430,-425,959,901,997,0,-513,2026-05-22 07:00:00
2026-05-22,17,23802,A,25965,21528,1506,6417,5497,23301,0,170,3203,1507,991,1065,-451,-528,997,1350,996,0,-514,2026-05-22 08:00:00
2026-05-22,19,22160,A,24383,20007,1576,6417,8382,23301,0,256,3034,1507,992,1060,-452,-501,1016,1397,997,0,-514,2026-05-22 09:00:00
2026-05-22,21,20259,A,22656,18312,1797,6417,11043,23301,0,541,2920,1510,992,1053,-439,-404,1016,1397,996,0,-513,2026-05-22 10:00:00
2026-05-22,23,18621,A,21379,16658,1981,6417,13123,23301,0,884,2656,1510,992,1056,-435,-493,1016,1397,996,0,-446,2026-05-22 11:00:00
2026-05-22,25,18090,A,20628,16097,2133,6417,14326,23301,0,726,2467,1510,992,1056,-452,-466,1016,1397,996,0,-394,2026-05-22 12:00:00
